SamplingTime, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ, MagneticFieldX, MagneticFieldY, MagneticFieldZ, Latitude
1763770749.786821, 0.006883, 0.050877, -9.784504, -0.003462, 0.003409, -0.003162, -87.761627, 238.679504, 818.117310, 34.136306
1763770749.796928, -0.001047, 0.050278, -9.774628, -0.003499, 0.004252, -0.002921, -87.722824, 238.771805, 818.141724, 34.136306
1763770749.806924, -0.001646, 0.044592, -9.772682, -0.001803, 0.003422, -0.003198, -87.465546, 238.577728, 817.911133, 34.136306
1763770749.816926, 0.020351, 0.055216, -9.785701, -0.002161, 0.004053, -0.000961, -87.838379, 238.584183, 818.114746, 34.136306
1763770749.826930, 0.024391, 0.051475, -9.782409, -0.003263, 0.003866, -0.001374, -87.626404, 238.548492, 818.011963, 34.136306
1763770749.836835, 0.010026, 0.042497, -9.764901, -0.002570, 0.002266, -0.002945, -87.522308, 238.748032, 818.095642, 34.136306
1763770749.846908, 0.020500, 0.057461, -9.780613, -0.001524, 0.003750, -0.001254, -87.612106, 238.857178, 818.294617, 34.136306
1763770749.856929, 0.019453, 0.044293, -9.783606, -0.002972, 0.003753, -0.001773, -87.641495, 238.528061, 818.132629, 34.136306
1763770749.866939, 0.010475, 0.048632, -9.784953, -0.002967, 0.002861, -0.001686, -87.560349, 238.686127, 818.041870, 34.136306
1763770749.876924, 0.009876, 0.054468, -9.776872, -0.001891, 0.002430, -0.003047, -87.583679, 238.552017, 818.033142, 34.136306
1763770749.886841, 0.015413, 0.049231, -9.794679, -0.002724, 0.002093, -0.003087, -87.608383, 238.550110, 818.225403, 34.136306
1763770749.896924, 0.000898, 0.048483, -9.768043, -0.002254, 0.002655, -0.000759, -87.583344, 238.684280, 818.111877, 34.136306
1763770749.906934, 0.018555, 0.049829, -9.773430, -0.003755, 0.003375, -0.002609, -87.728027, 238.770218, 818.222168, 34.136306
1763770749.916932, 0.009577, 0.051924, -9.779266, -0.003097, 0.002580, -0.002619, -87.660843, 238.689911, 818.107727, 34.136306
1763770749.926205, 0.016909, 0.051176, -9.778069, -0.002439, 0.002694, -0.002892, -87.644562, 238.729874, 818.137695, 34.136306
1763770749.936845, 0.017508, 0.046687, -9.781361, -0.003572, 0.002277, -0.000888, -87.744522, 238.631363, 818.222412, 34.136306
1763770749.946920, 0.009876, 0.061052, -9.780912, -0.001594, 0.002313, -0.002941, -87.671722, 238.672745, 818.234619, 34.136306
1763770749.956923, 0.014814, 0.055366, -9.768792, -0.003177, 0.003175, -0.002266, -87.841049, 238.957260, 818.068481, 34.136306
1763770749.966921, 0.002245, 0.050278, -9.769241, -0.003369, 0.003698, -0.003167, -87.732086, 238.694641, 818.013672, 34.136306
1763770749.976921, 0.008829, 0.058508, -9.785701, -0.002255, 0.003241, -0.003416, -87.749924, 238.648178, 818.114441, 34.136306
1763770749.986868, 0.031873, 0.049081, -9.778368, -0.003759, 0.003296, -0.002352, -87.461700, 238.560776, 817.996765, 34.136306
1763770749.996926, 0.020351, 0.048034, -9.784354, -0.002501, 0.002808, -0.001573, -87.908859, 238.807114, 817.952271, 34.136306
1763770750.006937, 0.010475, 0.053271, -9.777620, -0.004362, 0.003637, -0.002929, -87.769852, 238.576157, 818.052612, 34.136306
1763770750.016920, 0.012121, 0.044293, -9.781810, -0.003789, 0.002916, -0.001148, -87.634903, 238.858246, 817.823669, 34.136306
1763770750.026931, 0.006584, 0.047585, -9.778967, -0.002478, 0.002326, -0.003064, -87.855423, 238.790421, 818.111206, 34.136306
1763770750.036862, 0.013767, 0.051326, -9.785252, 0.000220, 0.002694, -0.001432, -87.754242, 238.860519, 818.020020, 34.136306
1763770750.046920, 0.002693, 0.053720, -9.778518, -0.002733, 0.003539, -0.002546, -87.634430, 238.564224, 818.016357, 34.136306
1763770750.056919, 0.007332, 0.045639, -9.767295, -0.003722, 0.000701, -0.002834, -87.688828, 238.615021, 817.994263, 34.136306
1763770750.066931, 0.011821, 0.045939, -9.777022, -0.001964, 0.002490, -0.002832, -87.660278, 238.602509, 818.080872, 34.136306
1763770750.076930, 0.007632, 0.058209, -9.776872, -0.002882, 0.004485, -0.003984, -87.640717, 238.611862, 818.307739, 34.136306
1763770750.086874, 0.002394, 0.051326, -9.775076, -0.002645, 0.003149, -0.002089, -87.809921, 238.605438, 818.370483, 34.136306
1763770750.096949, 0.007931, 0.040253, -9.781810, -0.004217, 0.002768, -0.002624, -87.735245, 238.562592, 818.184448, 34.136306
1763770750.106930, 0.006434, 0.054318, -9.777471, -0.002093, 0.003456, -0.003540, -87.718338, 238.860214, 818.319580, 34.136306
1763770750.116922, 0.008080, 0.056114, -9.782858, -0.002078, 0.003108, -0.001415, -87.658951, 238.566360, 818.038818, 34.136306
1763770750.126925, 0.016460, 0.049829, -9.792135, -0.002762, 0.003634, -0.002721, -87.708527, 238.499542, 818.081177, 34.136306
1763770750.136873, 0.020051, 0.049979, -9.776423, -0.003271, 0.001976, -0.003110, -87.755554, 238.540405, 818.259033, 34.136306
1763770750.146927, 0.010924, 0.054767, -9.774927, -0.002449, 0.002074, -0.003427, -87.656616, 238.623810, 818.262085, 34.136306
1763770750.156919, 0.010924, 0.054767, -9.774927, -0.002449, 0.002074, -0.003427, -87.849472, 238.465118, 818.075623, 34.136306
1763770750.166918, 0.008529, 0.054767, -9.774927, -0.003374, 0.002447, -0.001965, -87.613174, 238.622635, 818.088745, 34.136306
1763770750.176924, 0.008080, 0.051775, -9.788394, -0.003374, 0.002447, -0.001965, -87.747253, 238.464798, 818.251221, 34.136306
1763770750.186892, 0.008529, 0.042048, -9.789442, -0.003798, 0.002976, -0.002210, -87.521286, 238.537048, 818.050049, 34.136306
1763770750.196339, 0.008529, 0.042048, -9.789442, -0.003798, 0.002976, -0.002210, -87.777695, 238.527252, 818.129272, 34.136306
1763770750.206925, 0.008529, 0.055516, -9.780763, -0.003394, 0.003362, -0.001648, -87.631805, 238.309052, 818.164673, 34.136306
1763770750.216916, 0.024989, 0.056264, -9.774328, -0.003189, 0.002305, -0.001543, -87.601929, 238.537903, 817.948242, 34.136306
1763770750.226916, 0.013168, 0.039055, -9.775376, -0.003686, 0.003227, -0.002919, -87.512878, 238.560013, 818.130493, 34.136306
1763770750.236887, 0.004639, 0.044742, -9.777171, -0.003515, 0.002970, -0.002546, -87.440643, 238.717880, 818.092407, 34.136306
1763770750.246924, -0.001047, 0.048034, -9.773580, -0.002547, 0.002103, -0.002573, -87.567627, 238.510727, 817.913757, 34.136306
1763770750.256913, 0.015413, 0.050129, -9.779715, -0.002459, 0.002654, -0.000150, -87.479919, 238.553375, 818.058655, 34.136306
1763770750.266356, -0.003142, 0.044891, -9.786898, -0.002975, 0.002670, -0.001845, -87.586548, 238.559311, 817.868958, 34.136306
1763770750.276133, -0.003142, 0.044891, -9.786898, -0.002975, 0.002670, -0.001845, -87.481354, 238.557602, 817.957336, 34.136306
1763770750.286900, 0.007781, 0.052822, -9.776722, -0.003280, 0.002691, -0.003468, -87.588455, 238.630234, 818.058777, 34.136306
1763770750.296916, 0.015712, 0.046088, -9.774029, -0.002666, 0.003362, -0.002544, -87.598770, 238.641998, 817.999023, 34.136306
1763770750.306922, 0.006434, 0.050877, -9.776274, -0.002064, 0.002820, -0.003377, -87.554688, 238.562943, 818.000244, 34.136306
1763770750.316919, 0.009726, 0.063746, -9.775525, -0.002557, 0.001639, -0.002395, -87.774979, 238.577179, 818.046875, 34.136306
1763770750.326258, 0.001047, 0.056713, -9.780164, -0.001496, 0.002484, -0.002517, -87.891083, 238.652084, 818.368042, 34.136306
1763770750.336904, 0.000299, 0.051326, -9.774328, -0.003885, 0.002787, -0.001914, -87.711884, 238.628616, 818.166382, 34.136306
1763770750.346915, 0.020201, 0.051775, -9.781511, -0.002904, 0.003177, -0.002033, -87.565338, 238.449371, 818.046997, 34.136306
1763770750.356916, 0.022895, 0.051924, -9.781960, -0.002707, 0.003061, -0.002265, -87.637955, 238.688324, 818.039612, 34.136306
1763770750.366929, 0.011223, 0.051625, -9.783755, -0.002274, 0.003143, -0.001863, -87.770279, 238.682571, 818.150269, 34.136306
1763770750.376260, 0.001197, 0.049081, -9.775076, -0.004328, 0.002630, -0.003298, -87.657272, 238.759705, 818.229309, 34.136306
1763770750.386910, 0.008679, 0.045939, -9.777022, -0.002084, 0.003626, -0.001665, -87.668076, 238.585220, 817.960205, 34.136306
1763770750.396919, 0.013916, 0.041001, -9.774927, -0.003258, 0.002482, -0.003926, -87.707397, 238.614349, 818.024658, 34.136306
1763770750.406915, 0.010325, 0.042946, -9.775226, -0.002352, 0.001789, -0.002337, -87.710709, 238.466507, 818.024109, 34.136306
1763770750.416917, 0.003891, 0.057311, -9.790190, -0.003387, 0.002971, -0.002210, -87.539429, 238.639572, 818.125366, 34.136306
1763770750.426253, 0.008529, 0.061052, -9.787496, -0.002088, 0.003526, -0.001823, -87.577118, 238.784653, 817.920654, 34.136306
1763770750.436917, 0.020051, 0.051475, -9.784504, -0.002439, 0.003164, -0.003178, -87.758759, 238.674911, 818.175110, 34.136306
1763770750.446924, 0.010026, 0.064643, -9.772832, -0.001972, 0.002889, -0.002177, -87.539520, 238.654236, 818.103699, 34.136306
1763770750.456913, 0.008829, 0.047285, -9.769091, -0.003978, 0.002051, -0.003104, -87.636597, 238.536346, 818.121826, 34.136306
1763770750.466909, 0.006135, 0.044293, -9.781661, -0.003943, 0.001731, -0.002976, -87.689331, 238.670975, 818.009888, 34.136306
1763770750.476254, 0.007482, 0.051625, -9.786449, -0.002314, 0.003649, -0.003205, -87.668839, 238.636047, 818.026855, 34.136306
1763770750.486921, 0.009876, 0.061202, -9.773131, -0.003794, 0.003853, -0.000662, -87.674149, 238.735596, 818.210144, 34.136306
1763770750.496914, 0.020650, 0.056114, -9.765500, -0.000735, 0.004825, -0.002627, -87.427002, 238.652069, 817.946045, 34.136306
1763770750.506911, 0.016460, 0.045490, -9.787347, -0.003614, 0.003408, -0.002761, -87.379425, 238.537033, 817.992188, 34.136306
